type,time,latitude,longitude,altitude (m),name,desc
T,2022-06-28 15:26:49.128,22.277116900,114.148103300,428.4,,
T,2022-06-28 15:26:50.683,22.277135200,114.148110300,426.3,,
T,2022-06-28 15:26:52.372,22.277155700,114.148115700,424.3,,
T,2022-06-28 15:26:53.911,22.277174700,114.148118900,422.7,,
T,2022-06-28 15:26:55.449,22.277193900,114.148119500,421.5,,
T,2022-06-28 15:26:56.643,22.277208800,114.148118800,420.7,,
T,2022-06-28 15:26:57.94,22.277224900,114.148116900,419.8,,
T,2022-06-28 15:26:59.248,22.277241000,114.148113900,418.1,,
T,2022-06-28 15:27:00.537,22.277256600,114.148109600,416.7,,
T,2022-06-28 15:27:02.236,22.277276200,114.148100800,415.3,,
T,2022-06-28 15:27:03.631,22.277291500,114.148091800,414.4,,
T,2022-06-28 15:27:04.926,22.277304900,114.148082000,413.9,,
T,2022-06-28 15:27:06.137,22.277316800,114.148071900,413.6,,
T,2022-06-28 15:27:07.985,22.277333600,114.148054800,413.4,,
T,2022-06-28 15:27:26.846,22.277500200,114.147874800,410.8,,
T,2022-06-28 15:27:28.076,22.277510200,114.147862200,410.7,,
T,2022-06-28 15:27:39.633,22.277588300,114.147731000,408.8,,
T,2022-06-28 15:27:43.97,22.277609000,114.147676900,407.9,,
T,2022-06-28 15:27:56.576,22.277619500,114.147614700,409.2,,
T,2022-06-28 15:27:59.887,22.277629600,114.147584700,409.3,,
T,2022-06-28 15:28:01.117,22.277635000,114.147571200,409.4,,
T,2022-06-28 15:28:02.861,22.277645200,114.147550400,409.3,,
T,2022-06-28 15:28:04.606,22.277656700,114.147530400,409.1,,
T,2022-06-28 15:28:06.496,22.277670500,114.147509700,408.9,,
T,2022-06-28 15:28:08.158,22.277683500,114.147492200,408.5,,
T,2022-06-28 15:28:09.387,22.277694000,114.147480100,407.9,,
T,2022-06-28 15:28:10.073,22.277700600,114.147474200,407.5,,
T,2022-06-28 15:28:10.75,22.277707800,114.147469400,407.0,,
T,2022-06-28 15:28:11.415,22.277715400,114.147465800,406.4,,
T,2022-06-28 15:28:13.381,22.277738600,114.147457100,404.5,,
T,2022-06-28 15:28:14.039,22.277745900,114.147453000,403.9,,
T,2022-06-28 15:28:14.762,22.277753600,114.147447900,403.4,,
T,2022-06-28 15:28:15.566,22.277761700,114.147441500,402.9,,
T,2022-06-28 15:28:16.247,22.277767900,114.147435200,402.5,,
T,2022-06-28 15:28:16.994,22.277773200,114.147426900,402.3,,
T,2022-06-28 15:28:17.883,22.277778900,114.147416600,402.2,,
T,2022-06-28 15:28:19.944,22.277790200,114.147391600,402.1,,
T,2022-06-28 15:28:20.918,22.277794100,114.147381800,402.2,,
T,2022-06-28 15:28:22.527,22.277796800,114.147372000,402.3,,
T,2022-06-28 15:28:25.073,22.277798800,114.147360400,402.6,,
T,2022-06-28 15:28:27.991,22.277800000,114.147349000,402.9,,
T,2022-06-28 15:30:06.681,22.277816200,114.147095600,416.3,,
T,2022-06-28 15:30:17.771,22.277818400,114.147072400,417.8,,
T,2022-06-28 15:30:27.077,22.277822100,114.147050800,419.1,,
T,2022-06-28 15:30:37.241,22.277828500,114.147024400,420.5,,
T,2022-06-28 15:30:45.684,22.277837100,114.146998500,421.5,,
T,2022-06-28 15:30:51.221,22.277846800,114.146976600,422.1,,
T,2022-06-28 15:30:55.016,22.277857500,114.146956600,422.5,,
T,2022-06-28 15:30:56.471,22.277867200,114.146940000,422.5,,
T,2022-06-28 15:30:57.87,22.277877700,114.146924900,421.8,,
T,2022-06-28 15:30:59.225,22.277888800,114.146911100,421.1,,
T,2022-06-28 15:31:00.52,22.277900300,114.146898800,420.3,,
T,2022-06-28 15:31:01.815,22.277912800,114.146887700,419.3,,
T,2022-06-28 15:31:03.128,22.277926400,114.146877800,418.3,,
T,2022-06-28 15:31:04.812,22.277944900,114.146867000,416.7,,
T,2022-06-28 15:31:06.233,22.277961200,114.146859400,415.3,,
T,2022-06-28 15:31:07.547,22.277977000,114.146854600,413.9,,
T,2022-06-28 15:31:09.319,22.277998900,114.146851100,411.8,,
T,2022-06-28 15:31:10.636,22.278015300,114.146849800,410.2,,
T,2022-06-28 15:31:11.733,22.278029000,114.146850000,408.8,,
T,2022-06-28 15:31:14.115,22.278058700,114.146852000,405.7,,
T,2022-06-28 15:31:15.06,22.278070500,114.146851900,404.4,,
T,2022-06-28 15:31:15.926,22.278081200,114.146850200,403.4,,
T,2022-06-28 15:31:16.732,22.278090800,114.146846900,402.5,,
T,2022-06-28 15:31:17.495,22.278099500,114.146842700,401.8,,
T,2022-06-28 15:31:18.594,22.278111500,114.146835500,400.8,,
T,2022-06-28 15:31:20.562,22.278131600,114.146820200,399.4,,
T,2022-06-28 15:31:22.289,22.278148100,114.146805200,398.4,,
T,2022-06-28 15:31:23.842,22.278162200,114.146790800,397.5,,
T,2022-06-28 15:31:25.141,22.278173300,114.146778000,397.0,,
T,2022-06-28 15:31:26.411,22.278183300,114.146764700,396.6,,
T,2022-06-28 15:31:27.7,22.278192600,114.146750500,396.3,,
T,2022-06-28 15:31:37.729,22.278261300,114.146637300,394.4,,
T,2022-06-28 15:31:39.6,22.278275200,114.146617000,393.8,,
T,2022-06-28 15:31:41.014,22.278286700,114.146602500,393.3,,
T,2022-06-28 15:31:42.527,22.278300100,114.146588100,392.6,,
T,2022-06-28 15:31:44.045,22.278314600,114.146574900,391.7,,
T,2022-06-28 15:31:45.467,22.278329400,114.146564300,390.8,,
T,2022-06-28 15:31:46.806,22.278343800,114.146555100,390.0,,
T,2022-06-28 15:31:47.906,22.278356200,114.146548700,389.3,,
T,2022-06-28 15:31:48.898,22.278367900,114.146544300,388.6,,
T,2022-06-28 15:31:50.357,22.278385600,114.146539600,387.5,,
T,2022-06-28 15:31:51.059,22.278394000,114.146536900,386.9,,
T,2022-06-28 15:31:51.965,22.278404200,114.146531600,386.4,,
T,2022-06-28 15:31:52.772,22.278412900,114.146526100,385.9,,
T,2022-06-28 15:31:53.635,22.278421300,114.146518800,385.6,,
T,2022-06-28 15:31:54.506,22.278429000,114.146510500,385.3,,
T,2022-06-28 15:31:55.387,22.278435500,114.146500900,385.2,,
T,2022-06-28 15:31:56.184,22.278440500,114.146491600,385.2,,
T,2022-06-28 15:31:57.509,22.278444700,114.146481700,385.3,,
T,2022-06-28 15:31:59.834,22.278448500,114.146469200,385.5,,
T,2022-06-28 15:32:14.127,22.278462200,114.146405500,387.1,,
T,2022-06-28 15:32:20.774,22.278467500,114.146377900,387.9,,
T,2022-06-28 15:32:26.506,22.278470000,114.146357800,388.6,,
T,2022-06-28 15:32:33.026,22.278471300,114.146337100,389.4,,
T,2022-06-28 15:32:38.736,22.278471600,114.146320100,390.1,,
T,2022-06-28 15:32:45.363,22.278470500,114.146302200,391.0,,
T,2022-06-28 15:32:53.762,22.278467200,114.146281800,392.2,,
T,2022-06-28 15:33:02.367,22.278462600,114.146262200,393.4,,
T,2022-06-28 15:33:12.717,22.278455500,114.146240200,394.8,,
T,2022-06-28 15:34:01.775,22.278415800,114.146135600,401.6,,
T,2022-06-28 15:34:12.275,22.278407900,114.146110300,403.0,,
T,2022-06-28 15:34:18.721,22.278402300,114.146087900,403.8,,
T,2022-06-28 15:34:25.005,22.278398000,114.146064700,404.5,,
T,2022-06-28 15:34:30.623,22.278394900,114.146043100,405.2,,
T,2022-06-28 15:34:35.891,22.278393400,114.146020600,405.8,,
T,2022-06-28 15:34:40.852,22.278393200,114.145997300,406.3,,
T,2022-06-28 15:34:45.064,22.278394700,114.145974300,406.8,,
T,2022-06-28 15:34:47.805,22.278397000,114.145956600,407.0,,
T,2022-06-28 15:34:52.318,22.278403600,114.145921000,407.3,,
T,2022-06-28 15:34:54.482,22.278405900,114.145905300,407.5,,
T,2022-06-28 15:34:57.708,22.278407700,114.145885200,407.7,,
T,2022-06-28 15:35:01.863,22.278408200,114.145863300,408.2,,
T,2022-06-28 15:35:05.168,22.278408200,114.145846800,408.5,,
T,2022-06-28 15:35:07.742,22.278407100,114.145829600,408.7,,
T,2022-06-28 15:35:08.943,22.278405300,114.145813500,408.2,,
T,2022-06-28 15:35:11.703,22.278399400,114.145776800,407.2,,
T,2022-06-28 15:35:12.59,22.278398200,114.145764900,406.9,,
T,2022-06-28 15:35:13.876,22.278396900,114.145747600,406.3,,
T,2022-06-28 15:35:14.824,22.278396600,114.145734800,405.8,,
T,2022-06-28 15:35:15.67,22.278397100,114.145723400,405.3,,
T,2022-06-28 15:35:16.61,22.278398500,114.145710800,404.7,,
T,2022-06-28 15:35:17.851,22.278401200,114.145694300,403.7,,
T,2022-06-28 15:35:24.021,22.278418700,114.145613200,398.0,,
T,2022-06-28 15:35:25.35,22.278421400,114.145595500,396.8,,
T,2022-06-28 15:35:26.302,22.278422500,114.145582700,396.1,,
T,2022-06-28 15:35:27.124,22.278422500,114.145571600,395.6,,
T,2022-06-28 15:35:28.151,22.278421400,114.145557800,395.1,,
T,2022-06-28 15:35:29.065,22.278419700,114.145545600,394.6,,
T,2022-06-28 15:35:30.009,22.278417400,114.145533100,394.1,,
T,2022-06-28 15:35:30.877,22.278414500,114.145521800,393.8,,
T,2022-06-28 15:35:31.839,22.278410400,114.145509600,393.6,,
T,2022-06-28 15:35:43.696,22.278351400,114.145362800,390.1,,
T,2022-06-28 15:35:49.692,22.278361500,114.145282600,382.8,,
T,2022-06-28 15:35:59.001,22.278385700,114.145159700,378.1,,
T,2022-06-28 15:36:09.221,22.278356500,114.145059600,378.5,,
T,2022-06-28 15:36:17.732,22.278333900,114.145012600,379.2,,
T,2022-06-28 15:37:21.727,22.278255300,114.144952600,388.6,,
T,2022-06-28 15:38:32.263,22.278156300,114.144874300,398.7,,
T,2022-06-28 15:39:01.977,22.278110400,114.144860000,403.0,,
T,2022-06-28 15:39:35.034,22.278060000,114.144855400,407.9,,
T,2022-06-28 15:40:24.557,22.277963200,114.144861900,414.8,,
T,2022-06-28 15:40:51.268,22.277905900,114.144852200,418.5,,
T,2022-06-28 15:41:23.976,22.277831600,114.144816000,422.9,,
T,2022-06-28 15:41:41.771,22.277790000,114.144778400,425.1,,
T,2022-06-28 15:41:48.758,22.277755800,114.144716500,425.4,,
T,2022-06-28 15:42:04.693,22.277658600,114.144528800,420.4,,
T,2022-06-28 15:42:12.898,22.277613200,114.144429500,418.5,,
T,2022-06-28 15:42:27.937,22.277585000,114.144228800,403.8,,
T,2022-06-28 15:42:35.104,22.277537800,114.144146600,399.7,,
T,2022-06-28 15:42:40.989,22.277511100,114.144072600,395.7,,
T,2022-06-28 15:42:44.1,22.277505800,114.144031000,393.0,,
T,2022-06-28 15:43:06.122,22.277514700,114.143733900,377.5,,
T,2022-06-28 15:43:23.585,22.277575100,114.143507400,367.0,,
T,2022-06-28 15:43:44.829,22.277618500,114.143224500,363.6,,
T,2022-06-28 15:44:05.814,22.277613500,114.143156700,366.2,,
T,2022-06-28 15:44:42.626,22.277578000,114.143055600,371.0,,
T,2022-06-28 15:46:07.887,22.277538900,114.142851300,382.7,,
T,2022-06-28 15:47:21.272,22.277445800,114.142626300,391.9,,
T,2022-06-28 15:47:28.305,22.277423300,114.142589400,392.5,,
T,2022-06-28 15:47:46.924,22.277358400,114.142538100,394.5,,
T,2022-06-28 15:48:24.41,22.277112700,114.142381800,397.0,,
T,2022-06-28 15:48:26.343,22.277095000,114.142369600,397.0,,
T,2022-06-28 15:48:28.034,22.277077900,114.142356200,396.9,,
T,2022-06-28 15:48:29.753,22.277061300,114.142341500,396.8,,
T,2022-06-28 15:48:32.774,22.277033100,114.142314400,396.5,,
T,2022-06-28 15:48:34.906,22.277012700,114.142295900,396.3,,
T,2022-06-28 15:48:37.006,22.276992000,114.142278500,396.2,,
T,2022-06-28 15:48:48.212,22.276880400,114.142187200,394.5,,
T,2022-06-28 15:49:17.205,22.276585800,114.141959600,389.7,,
T,2022-06-28 15:49:19.032,22.276566700,114.141946100,389.4,,
T,2022-06-28 15:49:20.878,22.276546400,114.141934300,389.1,,
T,2022-06-28 15:49:21.834,22.276535600,114.141928800,389.0,,
T,2022-06-28 15:49:22.786,22.276524900,114.141924700,389.0,,
T,2022-06-28 15:49:25.819,22.276507600,114.141921200,389.2,,
T,2022-06-28 15:49:27.787,22.276498100,114.141919900,389.4,,
T,2022-06-28 15:49:31.952,22.276481300,114.141919000,389.9,,
T,2022-06-28 15:50:41.316,22.276156700,114.141913000,397.1,,
T,2022-06-28 15:50:44.625,22.276132700,114.141910200,397.4,,
T,2022-06-28 15:50:45.568,22.276122000,114.141908000,397.4,,
T,2022-06-28 15:50:46.696,22.276108400,114.141904000,397.3,,
T,2022-06-28 15:50:47.939,22.276093700,114.141898600,397.3,,
T,2022-06-28 15:51:08.26,22.275911700,114.141821300,398.1,,
T,2022-06-28 15:51:14.354,22.275879800,114.141809100,398.6,,
T,2022-06-28 15:51:27.284,22.275820800,114.141791200,400.0,,
T,2022-06-28 15:51:57.526,22.275626300,114.141738300,402.3,,
T,2022-06-28 15:51:59.738,22.275608700,114.141732000,402.5,,
T,2022-06-28 15:52:01.267,22.275591300,114.141723500,402.4,,
T,2022-06-28 15:52:02.926,22.275573100,114.141712800,402.3,,
T,2022-06-28 15:52:04.102,22.275560700,114.141704300,402.2,,
T,2022-06-28 15:52:05.264,22.275549000,114.141695000,402.0,,
T,2022-06-28 15:52:06.403,22.275538700,114.141684400,401.7,,
T,2022-06-28 15:52:07.616,22.275528400,114.141672400,401.3,,
T,2022-06-28 15:52:23.131,22.275408000,114.141508300,396.8,,
T,2022-06-28 15:52:24.234,22.275400100,114.141496100,396.4,,
T,2022-06-28 15:52:25.636,22.275391700,114.141479500,395.8,,
T,2022-06-28 15:52:26.686,22.275386700,114.141466400,395.3,,
T,2022-06-28 15:52:27.874,22.275382900,114.141450900,394.6,,
T,2022-06-28 15:52:29.312,22.275379700,114.141431800,393.6,,
T,2022-06-28 15:52:30.867,22.275377800,114.141410900,392.6,,
T,2022-06-28 15:52:32.624,22.275377400,114.141387200,391.4,,
T,2022-06-28 15:52:40.191,22.275380000,114.141285100,388.5,,
T,2022-06-28 15:52:41.324,22.275380100,114.141269800,388.1,,
T,2022-06-28 15:52:42.326,22.275379300,114.141256300,387.8,,
T,2022-06-28 15:52:43.223,22.275377800,114.141244300,387.5,,
T,2022-06-28 15:52:44.16,22.275375500,114.141231900,387.3,,
T,2022-06-28 15:52:45.156,22.275372000,114.141219000,387.1,,
T,2022-06-28 15:52:46.863,22.275364600,114.141197400,386.9,,
T,2022-06-28 15:52:49.614,22.275351900,114.141162900,386.6,,
T,2022-06-28 15:53:20.203,22.275218100,114.140835000,387.3,,
T,2022-06-28 15:53:21.704,22.275212300,114.140817100,387.3,,
T,2022-06-28 15:53:23.102,22.275207700,114.140798900,387.2,,
T,2022-06-28 15:53:25.038,22.275202000,114.140773500,387.1,,
T,2022-06-28 15:53:26.463,22.275199200,114.140754500,387.0,,
T,2022-06-28 15:53:27.866,22.275198100,114.140735600,386.7,,
T,2022-06-28 15:53:29.155,22.275198200,114.140718200,386.5,,
T,2022-06-28 15:53:30.442,22.275199600,114.140700900,386.1,,
T,2022-06-28 15:53:31.786,22.275202300,114.140683000,385.7,,
T,2022-06-28 15:53:37.716,22.275219700,114.140605200,383.4,,
T,2022-06-28 15:53:39.046,22.275223000,114.140587600,382.9,,
T,2022-06-28 15:53:40.354,22.275225200,114.140570100,382.5,,
T,2022-06-28 15:53:42.083,22.275226300,114.140546800,382.1,,
T,2022-06-28 15:53:44.076,22.275225700,114.140519900,382.1,,
T,2022-06-28 15:53:46.101,22.275224400,114.140492600,382.0,,
T,2022-06-28 15:53:48.599,22.275221400,114.140464700,382.1,,
T,2022-06-28 15:53:50.192,22.275219100,114.140448800,382.2,,
T,2022-06-28 15:53:51.922,22.275216000,114.140435000,382.3,,
T,2022-06-28 15:53:54.009,22.275211600,114.140422300,382.5,,
T,2022-06-28 15:53:57.1,22.275204400,114.140407400,382.8,,
T,2022-06-28 15:54:00.802,22.275195300,114.140391200,383.2,,
T,2022-06-28 15:54:16.187,22.275153700,114.140322600,384.7,,
T,2022-06-28 15:54:18.996,22.275145400,114.140308400,385.0,,
T,2022-06-28 15:54:33.536,22.275054500,114.140138500,384.1,,
T,2022-06-28 15:54:36.047,22.275039900,114.140108500,383.8,,
T,2022-06-28 15:54:38.404,22.275027400,114.140079700,383.4,,
T,2022-06-28 15:54:41.646,22.275011600,114.140039400,382.8,,
T,2022-06-28 15:54:44.54,22.275000300,114.140002300,382.1,,
T,2022-06-28 15:54:48.641,22.274990700,114.139963300,382.2,,
T,2022-06-28 15:54:51.684,22.274984700,114.139932800,382.4,,
T,2022-06-28 15:54:54.096,22.274980500,114.139903900,382.4,,
T,2022-06-28 15:54:56.338,22.274977500,114.139873800,382.4,,
T,2022-06-28 15:54:58.635,22.274977300,114.139842800,382.2,,
T,2022-06-28 15:55:02.644,22.274981700,114.139788900,381.6,,
T,2022-06-28 15:55:04.622,22.274981400,114.139762200,381.4,,
T,2022-06-28 15:55:39.9,22.274955700,114.139376900,382.5,,
T,2022-06-28 15:55:41.719,22.274953100,114.139352500,381.8,,
T,2022-06-28 15:55:43.562,22.274948200,114.139328200,381.3,,
T,2022-06-28 15:55:45.03,22.274942400,114.139309400,381.1,,
T,2022-06-28 15:55:46.846,22.274932800,114.139287200,381.0,,
T,2022-06-28 15:55:59.423,22.274867000,114.139159900,381.3,,
T,2022-06-28 15:56:19.591,22.274742100,114.138923500,376.2,,
T,2022-06-28 15:56:26.107,22.274700500,114.138847900,375.5,,
T,2022-06-28 15:56:40.827,22.274622900,114.138706800,375.9,,
T,2022-06-28 15:56:44.836,22.274594400,114.138662300,375.7,,
T,2022-06-28 15:56:46.933,22.274577800,114.138640400,375.6,,
T,2022-06-28 15:56:48.957,22.274560000,114.138621000,375.6,,
T,2022-06-28 15:56:50.821,22.274545800,114.138608500,375.7,,
T,2022-06-28 15:56:54.052,22.274530200,114.138597400,376.0,,
T,2022-06-28 15:56:58.471,22.274509400,114.138585000,376.4,,
T,2022-06-28 15:57:03.372,22.274487100,114.138574500,376.9,,
T,2022-06-28 15:57:08.856,22.274463300,114.138566600,377.4,,
T,2022-06-28 15:57:14.474,22.274439100,114.138561700,378.1,,
T,2022-06-28 15:57:19.59,22.274414300,114.138559200,378.6,,
T,2022-06-28 15:57:27.183,22.274378800,114.138557900,379.4,,
T,2022-06-28 15:57:32.183,22.274356300,114.138558400,379.9,,
T,2022-06-28 15:57:37.258,22.274334200,114.138559900,380.5,,
T,2022-06-28 15:57:46.307,22.274297100,114.138565300,381.5,,
T,2022-06-28 15:57:54.804,22.274263500,114.138571400,382.4,,
T,2022-06-28 15:58:02.699,22.274234000,114.138578600,383.3,,
T,2022-06-28 15:58:14.688,22.274191400,114.138591000,384.7,,
T,2022-06-28 15:58:22.825,22.274157000,114.138603400,385.6,,
T,2022-06-28 15:59:11.348,22.273592000,114.138840400,382.7,,
T,2022-06-28 15:59:14.348,22.273557900,114.138857200,382.5,,
T,2022-06-28 15:59:17.416,22.273524600,114.138877700,382.3,,
T,2022-06-28 15:59:25.757,22.273444900,114.138937800,382.4,,
T,2022-06-28 15:59:28.471,22.273421600,114.138956500,382.4,,
T,2022-06-28 16:00:19.347,22.273043700,114.139276800,384.5,,
T,2022-06-28 16:00:31.082,22.272936300,114.139367800,384.7,,
T,2022-06-28 16:00:43.315,22.273010400,114.139223400,383.7,,
T,2022-06-28 16:00:47.279,22.273034400,114.139176600,383.1,,
T,2022-06-28 16:00:49.717,22.273046700,114.139150400,383.2,,
T,2022-06-28 16:00:55.646,22.273063800,114.139111200,383.6,,
T,2022-06-28 16:01:00.822,22.273079400,114.139073200,384.0,,
T,2022-06-28 16:01:05.287,22.273094200,114.139033200,384.2,,
T,2022-06-28 16:01:08.652,22.273104900,114.138996900,384.3,,
T,2022-06-28 16:01:10.166,22.273110600,114.138977900,384.3,,
T,2022-06-28 16:01:12.265,22.273116900,114.138950400,384.3,,
T,2022-06-28 16:01:16.102,22.273128300,114.138900100,384.2,,
T,2022-06-28 16:01:19.701,22.273136800,114.138866400,384.3,,
T,2022-06-28 16:01:23.369,22.273145900,114.138836700,384.5,,
T,2022-06-28 16:01:26.327,22.273157100,114.138808100,384.7,,
T,2022-06-28 16:01:28.657,22.273169900,114.138780300,384.7,,
T,2022-06-28 16:01:31.354,22.273186300,114.138748500,384.5,,
T,2022-06-28 16:01:49.817,22.273316900,114.138543100,382.4,,
T,2022-06-28 16:01:53.804,22.273336900,114.138508100,382.5,,
T,2022-06-28 16:01:58.434,22.273351100,114.138481500,382.9,,
T,2022-06-28 16:02:05.176,22.273370600,114.138439600,383.5,,
T,2022-06-28 16:02:09.651,22.273383400,114.138409300,383.8,,
T,2022-06-28 16:02:14.622,22.273396000,114.138374200,384.2,,
T,2022-06-28 16:02:19.875,22.273407900,114.138335500,384.5,,
T,2022-06-28 16:02:22.481,22.273416900,114.138301700,383.4,,
T,2022-06-28 16:02:25.231,22.273424900,114.138265600,382.2,,
T,2022-06-28 16:02:26.645,22.273428400,114.138246900,381.6,,
T,2022-06-28 16:02:30.231,22.273434200,114.138198900,380.2,,
T,2022-06-28 16:02:32.059,22.273436000,114.138174300,379.5,,
T,2022-06-28 16:02:33.796,22.273437200,114.138150900,378.9,,
T,2022-06-28 16:02:35.448,22.273437400,114.138128600,378.3,,
T,2022-06-28 16:02:36.924,22.273436500,114.138108700,377.8,,
T,2022-06-28 16:02:38.959,22.273433700,114.138081400,377.1,,
T,2022-06-28 16:02:42.844,22.273427400,114.138029400,375.3,,
T,2022-06-28 16:02:45.682,22.273423700,114.137991300,373.5,,
T,2022-06-28 16:02:53.209,22.273418000,114.137889900,368.6,,
T,2022-06-28 16:02:55.196,22.273415600,114.137863200,367.3,,
T,2022-06-28 16:02:56.532,22.273412900,114.137845400,366.5,,
T,2022-06-28 16:02:58.628,22.273407200,114.137817800,365.3,,
T,2022-06-28 16:03:00.207,22.273402500,114.137797100,364.5,,
T,2022-06-28 16:03:27.085,22.273368300,114.137669900,367.3,,
T,2022-06-28 16:03:36.563,22.273360900,114.137638000,368.5,,
T,2022-06-28 16:03:42.216,22.273357600,114.137618000,369.2,,
T,2022-06-28 16:03:46.752,22.273355800,114.137600900,369.7,,
T,2022-06-28 16:03:50.723,22.273355300,114.137584300,370.2,,
T,2022-06-28 16:03:55.302,22.273356000,114.137563000,370.7,,
T,2022-06-28 16:04:01.286,22.273358100,114.137532800,371.3,,
T,2022-06-28 16:04:06.391,22.273358800,114.137508800,371.9,,
T,2022-06-28 16:04:15.54,22.273358500,114.137478400,373.0,,
T,2022-06-28 16:04:50.005,22.273355900,114.137377300,377.5,,
T,2022-06-28 16:04:57.313,22.273356300,114.137354300,378.4,,
T,2022-06-28 16:05:04.214,22.273357800,114.137330300,379.3,,
T,2022-06-28 16:05:18.741,22.273363600,114.137273100,381.0,,
T,2022-06-28 16:05:25.317,22.273368600,114.137240800,381.7,,
T,2022-06-28 16:05:30.757,22.273381900,114.137168800,378.8,,
T,2022-06-28 16:05:32.503,22.273385200,114.137145500,377.6,,
T,2022-06-28 16:05:37.54,22.273392700,114.137078000,374.3,,
T,2022-06-28 16:05:40.805,22.273395100,114.137034000,372.5,,
T,2022-06-28 16:05:43.094,22.273395100,114.137003100,371.5,,
T,2022-06-28 16:05:47.033,22.273392800,114.136950000,369.9,,
T,2022-06-28 16:05:50.114,22.273389100,114.136908600,369.0,,
T,2022-06-28 16:05:52.258,22.273385700,114.136879900,368.5,,
T,2022-06-28 16:05:55.242,22.273379400,114.136840200,368.0,,
T,2022-06-28 16:05:56.709,22.273375300,114.136820900,367.8,,
